frame,x,y,area,dx,dy,displacement
56,417,216,4465.0,-3.0,3.0,4.242640687119285
57,414,218,2720.5,-3.0,2.0,3.605551275463989
58,411,220,2696.5,-3.0,2.0,3.605551275463989
59,408,220,2609.5,-3.0,0.0,3.0
60,377,225,710.0,-31.0,5.0,31.400636936215164
61,402,224,3296.0,25.0,-1.0,25.019992006393608
62,399,224,3275.5,-3.0,0.0,3.0
64,366,224,665.0,-33.0,0.0,33.0
65,418,223,697.0,52.0,-1.0,52.009614495783374
66,360,221,587.0,-58.0,-2.0,58.034472514187634
67,384,220,2195.0,24.0,-1.0,24.020824298928627
68,387,223,1087.0,3.0,3.0,4.242640687119285
69,384,220,1093.0,-3.0,-3.0,4.242640687119285
70,381,217,1117.0,-3.0,-3.0,4.242640687119285
71,384,232,511.0,3.0,15.0,15.297058540778355
72,370,205,2169.5,-14.0,-27.0,30.4138126514911
73,373,225,652.0,3.0,20.0,20.223748416156685
74,363,197,1988.5,-10.0,-28.0,29.732137494637012
75,365,181,1158.0,2.0,-16.0,16.1245154965971
76,364,212,706.5,-1.0,31.0,31.016124838541646
77,357,210,528.0,-7.0,-2.0,7.280109889280518
78,355,206,516.0,-2.0,-4.0,4.47213595499958
79,351,202,504.0,-4.0,-4.0,5.656854249492381
80,349,198,516.0,-2.0,-4.0,4.47213595499958
81,345,194,593.0,-4.0,-4.0,5.656854249492381
82,342,189,504.0,-3.0,-5.0,5.830951894845301
83,339,185,504.0,-3.0,-4.0,5.0
84,336,181,504.0,-3.0,-4.0,5.0
88,337,130,611.0,1.0,-51.0,51.0098029794274
97,283,123,503.0,-54.0,-7.0,54.45181356024793
100,274,129,503.0,-9.0,6.0,10.816653826391969
102,281,176,504.0,7.0,47.0,47.51841748206689
104,275,183,504.0,-6.0,7.0,9.219544457292887
105,273,187,504.0,-2.0,4.0,4.47213595499958
106,270,191,504.0,-3.0,4.0,5.0
107,267,196,593.0,-3.0,5.0,5.830951894845301
108,264,200,504.0,-3.0,4.0,5.0
109,261,204,504.0,-3.0,4.0,5.0
110,258,208,504.0,-3.0,4.0,5.0
111,255,213,593.0,-3.0,5.0,5.830951894845301
112,252,217,504.0,-3.0,4.0,5.0
113,249,221,504.0,-3.0,4.0,5.0
114,246,225,504.0,-3.0,4.0,5.0
115,244,229,504.0,-2.0,4.0,4.47213595499958
116,241,233,516.0,-3.0,4.0,5.0
118,238,211,373.0,-3.0,-22.0,22.20360331117452
119,220,204,606.0,-18.0,-7.0,19.313207915827967
120,232,219,457.0,12.0,15.0,19.209372712298546
121,214,219,1153.5,-18.0,0.0,18.0
122,198,223,552.0,-16.0,4.0,16.492422502470642
123,198,228,673.0,0.0,5.0,5.0
124,201,225,1349.5,3.0,-3.0,4.242640687119285
125,217,224,3102.5,16.0,-1.0,16.0312195418814
127,186,220,807.5,-31.0,-4.0,31.25699921617557
128,183,220,820.0,-3.0,0.0,3.0
129,205,222,2828.5,22.0,2.0,22.090722034374522
130,202,219,2813.5,-3.0,-3.0,4.242640687119285
131,199,217,2812.5,-3.0,-2.0,3.605551275463989
132,196,215,4448.0,-3.0,-2.0,3.605551275463989
133,193,212,4465.0,-3.0,-3.0,4.242640687119285
134,190,208,4168.0,-3.0,-4.0,5.0
135,187,205,4423.0,-3.0,-3.0,4.242640687119285
136,190,225,661.0,3.0,20.0,20.223748416156685
137,182,197,4150.0,-8.0,-28.0,29.120439557122072
138,180,192,3360.5,-2.0,-5.0,5.385164807134504
139,176,188,4134.0,-4.0,-4.0,5.656854249492381
140,173,184,2821.0,-3.0,-4.0,5.0
141,165,184,1331.0,-8.0,0.0,8.0
142,167,176,2381.5,2.0,-8.0,8.246211251235321
143,165,173,2780.5,-2.0,-3.0,3.605551275463989
144,161,167,2679.5,-4.0,-6.0,7.211102550927978
145,156,138,939.0,-5.0,-29.0,29.427877939124322
146,156,160,2783.0,0.0,22.0,22.0
147,152,155,2679.0,-4.0,-5.0,6.4031242374328485
148,150,151,2679.5,-2.0,-4.0,4.47213595499958
149,140,151,349.0,-10.0,0.0,10.0
150,144,146,2570.5,4.0,-5.0,6.4031242374328485
151,134,146,349.0,-10.0,0.0,10.0
152,138,140,2554.5,4.0,-6.0,7.211102550927978
154,132,137,2554.5,-6.0,-3.0,6.708203932499369
155,129,136,2257.5,-3.0,-1.0,3.1622776601683795
156,126,136,2257.5,-3.0,0.0,3.0
157,151,136,673.0,25.0,0.0,25.0
158,121,136,2257.5,-30.0,0.0,30.0
160,115,138,2562.0,-6.0,2.0,6.324555320336759
161,112,140,2549.0,-3.0,2.0,3.605551275463989
162,109,142,2549.0,-3.0,2.0,3.605551275463989
163,106,146,642.5,-3.0,4.0,5.0
164,103,149,642.5,-3.0,3.0,4.242640687119285
165,100,152,642.5,-3.0,3.0,4.242640687119285
166,98,153,2726.0,-2.0,1.0,2.23606797749979
167,92,160,2726.0,-6.0,7.0,9.219544457292887
168,91,162,4058.0,-1.0,2.0,2.23606797749979
169,87,168,2724.5,-4.0,6.0,7.211102550927978
170,84,172,2724.5,-3.0,4.0,5.0
171,81,200,921.0,-3.0,28.0,28.160255680657446
172,80,180,633.0,-1.0,-20.0,20.024984394500787
173,78,158,933.0,-2.0,-22.0,22.090722034374522
174,74,189,2872.0,-4.0,31.0,31.25699921617557
175,69,217,945.0,-5.0,28.0,28.442925306655784
176,68,196,2621.0,-1.0,-21.0,21.02379604162864
177,63,202,2724.5,-5.0,6.0,7.810249675906654
178,60,206,2824.5,-3.0,4.0,5.0
